"nama","kategori_usaha","kategori_grup","kecamatan","alamat","rating","rating_kategori","jumlah_ulasan","popularitas","skor_potensi","label_kelayakan","latitude","longitude","telepon","website","foto_url","keyword","tanggal"
"Issue Shop","Toko Pakaian","Retail & Toko","Mariso","Jl. Karunrung No.26, Mangkura, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90114",4.7,"Sangat Baik",118,"Populer",83.2,"Sangat Layak",-5.1454495,119.4147706,"0811-4115-070",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGt1aj5QGafoo6OncizP0fC8NqlGTNQj8EUqjACq9zGQqiJFCmx35I9vLI4wgNPiDohRN1m66strHNTInWCqIXULmCYPovoDqzqb2ksmJXm_m0wgKLB9LAhe_i-wVrsGWHbiTuf=w800-h600-k-no","toko pakaian Mariso Makassar","2026-05-04"
"Alvatech","Toko Komputer","Retail & Toko","Mariso","Jl. Tupai No.74, Bonto Biraeng, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.9,"Sangat Baik",68,"Cukup Dikenal",83,"Sangat Layak",-5.1518459,119.4202429,"0811-4605-007",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2-Urh3zsei2lOC61sW0n6noTT1hOd2CMfQAx_esBCY6vrRpcvR801Nfkxz4AZpR_5VGdiVHuAbvnHZw_vCxtIBkCT9o8D2djYQusCItXjwR1sGcI9fUBn7-biK2g_RM1ZLq3_=w800-h600-k-no","toko komputer Mariso Makassar","2026-05-05"
"DAMASCUS MUSLIM STORE","Toko Pakaian","Retail & Toko","Mariso","Samping Masxi Store Perintis, Jl. Perintis Kemerdekaan No.KM. 10, Tamalanrea Jaya, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",4.8,"Sangat Baik",88,"Cukup Dikenal",83,"Sangat Layak",-5.1388273,119.4934191,"0852-7777-5575","linktr.ee","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFI1MaFGQOpL5sLQx0uT7TG5hdaGRC4mIAOzSEs7028Fx2OWRVoDmVj3lwB0Y09VcLSHeh08cqBqJw00yevyK5r1JZC9-AXghWw4aEEsi3TjrqoG5W_f00nMq504GhIR2pYpHavlA=w800-h600-k-no","toko baju muslim Mariso Makassar","2026-05-04"
"Makassar Xtream Komputer","Toko Komputer","Retail & Toko","Mariso","Jl. Tupai No.74, Bonto Biraeng, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.9,"Sangat Baik",68,"Cukup Dikenal",83,"Sangat Layak",-5.1601492,119.4201146,"0811-4605-007",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2-Urh3zsei2lOC61sW0n6noTT1hOd2CMfQAx_esBCY6vrRpcvR801Nfkxz4AZpR_5VGdiVHuAbvnHZw_vCxtIBkCT9o8D2djYQusCItXjwR1sGcI9fUBn7-biK2g_RM1ZLq3_=w800-h600-k-no","toko komputer Mariso Makassar","2026-05-05"
"New Mitzuko Pengayoman","Toko Alat Kecantikan","Retail & Toko","Mariso","Jl. Pengayoman No.83, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.4,"Baik",250,"Populer",83,"Sangat Layak",-5.1589031,119.4430543,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQp7wquVj3SleAW_IJm1kYN95CVnrLCQF-PoOjuutSr-MsryfSRRAIo-w7GzGQiJXeHpdlBXSbS32gQGk6-yByRlS0Xqp1cw4UZ3k_3iyFaTOM5gbJiVVQSGuUyxICheQfvKJ5lw=w800-h600-k-no","toko kosmetik Mariso Makassar","2026-05-05"
"Optik Tunggal Mall Ratu Indah Makasar","Toko Optik","Retail & Toko","Mariso","Jln. Dr. Sam Ratulangi No. 35 F1 unit 146A & 147A, Mangkura, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90132",4.9,"Sangat Baik",65,"Cukup Dikenal",82.8,"Sangat Layak",-5.1531971,119.4179602,"0811-8109-505",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnTgEk5fJVHAvypWFFzlnke3O-kStQhwCcLuwzvUhDLosfg2CZuDv-LaMoCgdbm4skt95VZ9vAISbM_X51K0cR9FaGBQyhbB2z7Kou4AALFuU4otPCiZF9830rhsxt1jwJCid6Ow=w800-h600-k-no","optik Mariso Makassar","2026-05-05"
"SBS VARIASI MOBIL","Toko Aksesori Mobil","Retail & Toko","Mariso","Jl. Veteran Utara No.291 A-B, Maricaya Baru, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90143",4.7,"Sangat Baik",110,"Populer",82.8,"Sangat Layak",-5.1472946,119.4252167,"0822-9280-0788","linktr.ee","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLPuJPFWWtsBsqNg31ISt0AsKCm-yzBzZ7G4iW61fhHAK8TKoGvICF3pivVcjQcNqOZiLJ80lNpA-TV4qG3ba5tfuJhRac5cHm990djwlPRry8sk6H2uALanUTzhrtvE8iBl5r5_WMV0oJ=w800-h600-k-no","toko sparepart mobil Mariso Makassar","2026-05-05"
"Toko Serba Ole Ole","Toko Suvenir","Retail & Toko","Mariso","Jl. Somba OPU No.143, Bulo Gading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90111",4.3,"Baik",300,"Populer",82.5,"Sangat Layak",-5.1397051,119.4069737,"(0411) 3622108",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4gUdGk5oUcGuNJ5RIv26HRJR4yOLvEJxclN3MSAFxkwg0Zz4B1v1NuRWEIOPhffclqhUsamCeBLqBiUp8avU66ryzOlv_wlmV2tGM9fUEEUuhCRuQcIgOaHIeqOul-5AcRimh=w800-h600-k-no","toko oleh oleh Mariso Makassar","2026-05-05"
"Office PTC indonesia (Makassar)","Kursus Komputer","Retail & Toko","Mariso","Jl. Toddopuli Raya Timur No.170, Borong, Kec. Manggala, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.9,"Sangat Baik",61,"Cukup Dikenal",82.4,"Sangat Layak",-5.145039,119.4401497,"0821-4617-0091",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5FY8YYtOjalO0Yz2mX0Emyb31RA1WwLOYN8LwJMVbWiWkX1iDrxQI3-2pMOqDw6YtgEJvrhv1XUJ2wzxhDQJv6yyGfqipSH5BhAz92OlYpwRVmLubAHzZmWJQhJgf2rvLI_w-Bg=w800-h600-k-no","kursus komputer Mariso Makassar","2026-05-05"
"Raja Shoes Makassar","Toko Sepatu","Retail & Toko","Mariso","Jl. Abdullah Daeng Sirua No.21, Tamamaung, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.7,"Sangat Baik",103,"Populer",82.4,"Sangat Layak",-5.150785,119.4527313,"0812-4215-4737","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHErliAdeIJqOA2tqienMDFbJomMCV0az_sxz07nDtTJZLHDzB5KTPYgRsqvF77cKWQkbcDcS8oygLfDOCxRSaoB1_-yE8BbSm54NDF_QfTqWTbFbLePeQXuiCRtQ-Nu1tdK6nt=w800-h600-k-no","toko sepatu Mariso Makassar","2026-05-04"
"Toko Bandai","Toko Mainan","Retail & Toko","Mariso","Jl. Abdullah Daeng Sirua No.178, Tamamaung, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.4,"Baik",220,"Populer",82.3,"Sangat Layak",-5.1461401,119.4143142,"0857-0620-9774",NA,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhHX8XayCa5v-hRfsC38rj680sYu_sWxpFymqPV6RVd7U1YCb9O7tWx9IlooHNXPitjBmkRObeTDh4A5gqO25Re6yqJP2zdJfAJYGHlbzyN7TCp5Ixyvb7ofcInGsg4Qcd6psGUJQ-s7r5sStoNT-V5fmto8O2-FvSJFYksYeM6pEyMjzQZ3oPwoMu2WSJ7cN5GFR0c=w800-h600-k-no","toko mainan Mariso Makassar","2026-05-05"
"toko blesshopaholic","Toko Tas","Retail & Toko","Mariso","Jl. Anuang No.31, Maricaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90142",4.8,"Sangat Baik",76,"Cukup Dikenal",82.2,"Sangat Layak",-5.1506697,119.4235051,"0821-9039-5272","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEL7TYvI5NfPhi7OKDCe5UU4g1wi4CdH3wjduff-At1g8hGv4OigTj_MvF1uFrXK7T2urOAPICpJ4GbsmPZ8HtolVjQwayP5T-tKOfjAFL03kqunmiR-FTd2TvvByEQYU5OsAM=w800-h600-k-no","toko tas Mariso Makassar","2026-05-04"
"UD RAJAWALI JAYA","Toko Bahan Bangunan","Retail & Toko","Mariso","Jalan Rajawali No.90, Panambungan, Mariso, Lette, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90123",4.3,"Baik",268,"Populer",81.9,"Sangat Layak",-5.1577668,119.4101996,"(0411) 854091",NA,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhH5C_SWfvbPlVXu0itb6v2XrFGc40WVLb_bRTp7tVb2QeA1-U6c3TEEitJ4-RBs509kdAHpPw6ONPmU7wyth_VqB0mXZxjHpQOLnbtB_W7yTbnIyY_SQJ3txxAMG0fYf3D1F4YXZhthgiVoIDaDbyH4Pw3k_tCVfpLK6RgwiP2Bg6VDXwWfqaWsDVcMGZxVYZ2pLw=w800-h600-k-no","supermarket Mariso Makassar","2026-05-04"
"Chisuiin olshop","Toko Pakaian","Retail & Toko","Mariso","Jl. Tupai No.95, Labuang Baji, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.3,"Baik",262,"Populer",81.8,"Sangat Layak",-5.1629606,119.4198288,"0822-9607-9670",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmEhZVUTTOyHgjFgAxYriNK7ErPFnhtPXF4097wRLEo8uku6vi9fI0iaf6XOKRSUBdftMmsv-PGCU8ieKr769eCgIqW5ijHZ_9hZzxYyd-2Yryh87u2y0VvFD34egMnmduLzFAwg=w800-h600-k-no","toko pakaian Mariso Makassar","2026-05-04"
"Fidilfa Accessories","Toko","Retail & Toko","Mariso","Jl. Laiya 3 No.15, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90174",5,"Sangat Baik",40,"Cukup Dikenal",81.5,"Sangat Layak",-5.1307935,119.4156097,"0838-9286-4735",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHL_wXqwMpuLzGfoEuy6BMt4LKOU5Dz2hkUk7wPHqJeOixXc8eRvnCjDwALlDEpp_lK4KYMmQJ4L7wGrHdYRzBT0p_s-q_tqZYFdZNwLsEOiWvRMdzscnPouRg1TYn8bjSgak0c=w800-h600-k-no","toko aksesoris Mariso Makassar","2026-05-05"
"Stroberi","Toko Aksesori Pakaian","Retail & Toko","Mariso","Jl. DR. Ratulangi No.56, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90113",4.6,"Sangat Baik",112,"Populer",81.4,"Sangat Layak",NA,NA,"(0411) 834561","stroberi.net","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLPGVpe3lBNzkrfpjBrDAt8RBEROIzpBGlRcH0X9THV4pEWAyq8vQMIxBYESxMmXTqBKs_Hbd55K7llJa_WFRLRGYhVC_urGwEloft4ENrVtgphbPMKPR_6R8YwtWn8r2E62fJ=w800-h600-k-no","toko aksesoris Mariso Makassar","2026-05-05"
"Buana Motor","Toko Suku Cadang Mobil","Retail & Toko","Mariso","Jl. Bandang No.48/50, Bontoala, Kec. Bontoala, Kota Makassar, Sulawesi Selatan 90156",4.5,"Sangat Baik",143,"Populer",81.3,"Sangat Layak",NA,NA,"0812-2334-6488",NA,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhFw3uAvTJTqHzOjlC0PQzqS9HLZjhzU1aWHIknqyiQdyvuoyIypbUf4yqebcrL_3gS6z9pFk5JEdE2WlKEDx4XuWafo1VH3PT3-e9luqkxNLFyGbxxOBskelh2M3I8zHzLij8ys82rf6TnUJQjjVUrsfoUqbCtXcQJw4OOrLiRXQ505aoA7w1ysS6DVXzrkyf0iuuM=w800-h600-k-no","toko sparepart mobil Mariso Makassar","2026-05-05"
"Toko Buku Siswa","Toko Buku","Retail & Toko","Mariso","Jl. Monginsidi No.83, Maricaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90142",4.5,"Sangat Baik",143,"Populer",81.3,"Sangat Layak",NA,NA,"(0411) 855802",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMMJGC4LwFVvAILIZPOkspTZa1JYmDOYdL2zhIZuaOzaLIndCnMpCWFg-ihKl8pKunLkJgwUcKPyWhuLYKfkb_TpUtjE0FJyneri3A2ICZwuFqrSl4d-AonhT-xmuKsHc4Nug=w800-h600-k-no","toko buku Mariso Makassar","2026-05-05"
"SILSAN OFFICIAL STORE MAKASSAR","Toko Kosmetik","Retail & Toko","Mariso","VC3V+HV3, Jl. Andi Pangeran Pettarani 2 i, Tamamaung, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.5,"Sangat Baik",140,"Populer",81.2,"Sangat Layak",-5.1461072,119.4446696,"0822-2692-6939",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlb2tA2vRye7ECHvLtYSYjA0ABRSH_lt6EQHRVbB8UeitHqpnrOLFm2iqYYd0vC5aRfSyIBZ1nJ8xPyuhRJ_kC81VkxvXkYGZcQosJ8rPdY_k40moDjg7227Ij8Z0aXuo-TqqwwqkJ91rI=w800-h600-k-no","toko kosmetik Mariso Makassar","2026-05-05"
"Globalfit Jual Alat Fitness Makassar","Toko Perlengkapan Olahraga","Retail & Toko","Mariso","Jl. Veteran Selatan Depan Masjid No.221, Mandala, Mamajang Raya, Kota Makassar, Sulawesi Selatan 90233",4.9,"Sangat Baik",47,"Cukup Dikenal",80.9,"Sangat Layak",-5.1564366,119.4240329,"0813-7178-0008","tokopedia.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHTHBiDgHgWHAmznYQhfkmj-RKowgx6jwFQx12KLZyc_fJLrQcMtd63lbqjkepiG2kgq_s0qNHM5gmFTU0HCx1bgD7SB1xd7K76vb2ouxOkgHZwxnxvD057mySr6QbSaSxkjkcmjDkBZ7t=w800-h600-k-no","toko alat olahraga Mariso Makassar","2026-05-05"
"Service Handphone RYAN CELL","Toko Perbaikan Ponsel","Retail & Toko","Mariso","Jl. Mannuruki Raya No.3A, Mannuruki, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90221",4.9,"Sangat Baik",47,"Cukup Dikenal",80.9,"Sangat Layak",NA,NA,"0853-8884-4453",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsnftKOeUc8l_TaqyMSK_ZsmxXhIv6EmANAR0oV2EyvVFrX58cXsTYutB4L-6-e7BUDUADKlpifbOYHQaFu4uKRBw1q0giJDExJxT0-XSbOK9m50IbBbl2xX9QY2FwELA_kR8=w800-h600-k-no","jasa servis hp Mariso Makassar","2026-05-05"
"MITRA MOTOR . VARIASI & SPAREPART MOBIL","Toko Suku Cadang Mobil","Retail & Toko","Mariso","Jl. Bandang No.170, Parang Layang, Kec. Bontoala, Kota Makassar, Sulawesi Selatan",4.6,"Sangat Baik",102,"Populer",80.8,"Sangat Layak",-5.123493,119.418825,"0815-2382-7173",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJB-bt9WbE057N0HyDHHuOPTa0Ob3lgCYgs8N31oszyheo1xJZaWu2bxUzN3XEqamRa2w2s4iH19f8bGAmbEb0NXc_i8tZHPOyT6YluRP3buZD-7NZOk-inj4AiDH0EE7zP4Szh_zbzX0=w800-h600-k-no","toko sparepart motor Mariso Makassar","2026-05-05"
"Toko Istana Mainan","Toko Mainan","Retail & Toko","Mariso","Jl. Abdullah Daeng Sirua No.178, Tamamaung, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.3,"Baik",220,"Populer",80.8,"Sangat Layak",-5.1515438,119.448972,"0857-0620-9774",NA,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhHX8XayCa5v-hRfsC38rj680sYu_sWxpFymqPV6RVd7U1YCb9O7tWx9IlooHNXPitjBmkRObeTDh4A5gqO25Re6yqJP2zdJfAJYGHlbzyN7TCp5Ixyvb7ofcInGsg4Qcd6psGUJQ-s7r5sStoNT-V5fmto8O2-FvSJFYksYeM6pEyMjzQZ3oPwoMu2WSJ7cN5GFR0c=w800-h600-k-no","toko mainan Mariso Makassar","2026-05-05"
"Musik AN","Toko Alat Musik","Retail & Toko","Mariso","Jl. Somba OPU No.218, Maloku, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90112",4.4,"Baik",166,"Populer",80.6,"Sangat Layak",-5.1418547,119.4075516,"(0411) 3620330",NA,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhGKjWgmx0vEh1waaejrYNgJH_OZ8QynnsULdTZiikNd0p5T5nkBIkJc1UZ5N_o4-y4fbfnDsNsaNSVeI4mT-voWJjTanB9cp3e3qaRovvvWwjvnWhn-2TKHiwbLFNPP7Sqd_GooBd0gm7Bc6zWV9YJF8r3yVCbVyV2VXqh5MpDXUSJIl-VD4mJrk1sPULYzlCLR6TA=w800-h600-k-no","toko alat musik Mariso Makassar","2026-05-05"
"Marindah Bakery","Toko Kue","Retail & Toko","Mariso","Perumahan Marindah blok A No.12, Maricaya Sel., Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90131",4.6,"Sangat Baik",97,"Cukup Dikenal",80.5,"Sangat Layak",-5.1538689,119.4250318,"0878-7352-5998",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5Arowrui6Ld9fse1L8fWSTW0uJNiJgYNRWMnDBYF74Qu_-sxiZ-lhyTOE42nLXT6MQMz9KDykyXaW6VBOWFAqbS1YMkWZVZG_yCsE48-H8WEtsjgL5E0MRgXOVv8akzci6b42ag=w800-h600-k-no","roti dan bakeri Mariso Makassar","2026-05-04"
"NEO SPORT","Toko Perlengkapan Olahraga","Retail & Toko","Mariso","Ruko Puri Mutiara Square, Jl. Monginsidi Baru No. 07, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4.7,"Sangat Baik",70,"Cukup Dikenal",80.2,"Sangat Layak",NA,NA,"0813-4128-2862",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlkrsDEQbWOGw6B89A_V5kkma_rVq1oLQZSG6WchexmXcBwrej05OiIfuEJxJ8-sZOE8fwFnKVyl4SJ6WW2TZa_8Wfc92yOAt6SHYV-awp0s5ep-bEm_GzFsyf8rSTBfg1ZPCAVA=w800-h600-k-no","toko alat olahraga Mariso Makassar","2026-05-05"
"Yoga Motor Sport","Toko Suku Cadang Motor","Retail & Toko","Mariso","Jl. Veteran Utara No.248, Mardekaya Utara, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90144",4.3,"Baik",201,"Populer",80.2,"Sangat Layak",-5.1412274,119.4238848,"0838-3869-9317",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHO_k-bnYzZbU3aSkTptt0_rOJmpgWmXfqKzNlWQJKrVapPh3fk17V-mTAsx5p2dZVO2N-Y2fzIQJbectRvTrkuxwV7KEryZx97HSaa3wjdy_KDF9r1Xn-Q5hmnjBNMPKqXxD0=w800-h600-k-no","modifikasi motor Mariso Makassar","2026-05-05"
"Indomaret Rajawali","Minimarket","Retail & Toko","Mariso","Jl. Rajawali No.59, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90123",4.4,"Baik",151,"Populer",80.1,"Sangat Layak",NA,NA,"(0411) 856587","indomaret.co.id","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGJYG3n-w5PqhUO4U6WZ1VOJ96otGGaQKTxCjtSKRTCBnz6fYTzqPuSnFe9oniRABebnNfofYvI5pKFNmY-PBNjzWS0XogcamHCsbh3lcO9Z4NIeSG0KxYdaXudeVbqDHhWrH0fY-PskJMaLbyHoHYwYxx33Qc7PyeKEUdpfwNNJuvAMZjMt3U97S1v2D1gm3IXIyw=w800-h600-k-no","supermarket Mariso Makassar","2026-05-04"
"Issue Shop 5th","Toko Pakaian","Retail & Toko","Mariso","RCFP+2RW, Jl. Sultan Alauddin No. 206D, Mangasa, Tamalate, Makassar City, South Sulawesi 90221",4.4,"Baik",143,"Populer",79.8,"Sangat Layak",-5.1772753,119.4371776,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGq6dxMGrnx15RuAIxVPDAaPDXBCM3ncMPQ6ZBDZh2fY47-pMu5s7CKjiXHm025x2-FxeEeAE1HXGDuhtdmaCJh8ClgyY-JVW45NFGmT8DarZUDbJH5YjU2t66V6NlDRwtrLXEtQ=w800-h600-k-no","toko pakaian Mariso Makassar","2026-05-04"
"CV. OLI MOTOR","Toko Suku Cadang Motor","Retail & Toko","Mariso","Jl. Jend. M. Jusuf No.155, Gaddong, Kec. Bontoala, Kota Makassar, Sulawesi Selatan 90154",4.5,"Sangat Baik",107,"Populer",79.6,"Sangat Layak",-5.13137,119.418676,"0851-0035-5258",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZRWMbp6rBzKhsuDi7Bd9sXc-GIA-XwELOv5JhYVn8Z0xebYie8iOcThxpnan56YaEyJEECNsdLPqm3Fh54YiesvGGbbRdeolBpbx7xP-ZxCv5z5pupCUXpXh2Rc02hNB7gVDDnqUzYF_A=w800-h600-k-no","toko sparepart motor Mariso Makassar","2026-05-05"
"Prima Elektronik Makassar","Toko Elektronik","Retail & Toko","Mariso","Jl. Veteran Selatan No.230, Mamajang Dalam, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90135",4.6,"Sangat Baik",80,"Cukup Dikenal",79.4,"Sangat Layak",-5.1595062,119.4223988,"0856-5714-0061",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9DFp1Bf2jQikGK9SWVFxPVvxW0LndsvTy5N6U6fPjHbrNKoHkGsixDiP-nFscVkNOwQMpF7kAeLgLM0uKGdwh2c_4Vi-3kW9bx0V-rxMGh8ltmS-_ZCbWXyqIwS8r0OUh=w800-h600-k-no","toko elektronik Mariso Makassar","2026-05-04"
"Mandiri Ban Makassar","Toko Ban","Retail & Toko","Mariso","Ruko Business Center III, Jl. A. P. Pettarani, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.9,"Sangat Baik",35,"Cukup Dikenal",79.3,"Sangat Layak",-5.1488659,119.4384606,NA,NA,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhEUysfTxjt3dGnpPd7eLmPAVSfntzDW1iZzkWRJ8IKtW9RzElXZnnpoISwdE6aoUCx8mtfAcvl89OzBDlVKvVWWniPzHNmwEWv4x0L8J5SklmerUBl8XpLARn6vjQXEsOUJzk4lZc_MlZ7B5Q1sD561KQH0e1lnRraVecFlL0PQExfnTJ7pxWTChbBpmiJYBcce=w800-h600-k-no","toko ban Mariso Makassar","2026-05-05"
"DAMASCUS MUSLIM STORE 2","Toko Pakaian","Retail & Toko","Mariso","Jl. Daeng Tata Raya No.37a, Parang Tambung, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90224",4.9,"Sangat Baik",34,"Cukup Dikenal",79.1,"Sangat Layak",-5.1826853,119.4202452,"0821-9480-4782",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0kISSklr49ipNvAsYUjs-t-GwucVofnL_FQV568AWqXQTxaOz7NdCISnFYwjyR5FixvtS2iYLTCuYXxZ-STqzWgtvaqF4AyYPrypOVXbxo0eYAkY2sZ6SxrnclwhRvJmD92uUbA=w800-h600-k-no","toko pakaian Mariso Makassar","2026-05-04"
"Rania Irama Pengayoman","Toko Musik","Retail & Toko","Mariso","Jl. Pengayoman No.2, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.8,"Sangat Baik",42,"Cukup Dikenal",78.8,"Sangat Layak",-5.1586877,119.4416146,"(0411) 4662501","id.yamaha.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHthDO2y-C--a-PiknR_VpMMp4Bsk6QwNIEFYvqNL_CN8Fv6mXOjqjK04fEvz8nfTDJc7mYWdoK6qfedM3TRlzoSVBiNM41IDIJO3sNPJNqoYh7s43kkHjrhhfoszNSqmMrxr9I=w800-h600-k-no","toko alat musik Mariso Makassar","2026-05-05"
"Toko Buku Meta Noia","Toko Buku","Retail & Toko","Mariso","Ruko Plaza Latanete, Jl. Sungai Saddang Lama A Blok A No.7, Pisang Sel., Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90114",4.7,"Sangat Baik",53,"Cukup Dikenal",78.6,"Sangat Layak",-5.1454302,119.4185303,"0823-4559-8228",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmHRu9OjPVHnLWUd-IHWvf4gmCCI8a6s_JplsAJ3W5Ha3zdqi6AxXeHdAf9MbsjrU4IDQy_iRG3YQyzE2FAiumJGnMAiGekJrq3DnP7zMCJIXy8VKZ0f_a0xT3n0YJ7w9M-RYx=w800-h600-k-no","toko buku Mariso Makassar","2026-05-05"
"Servis Tv Makassar / ADHIE Elektronik","Bengkel Elektronik","Retail & Toko","Mariso","Jl. Wijaya Kusuma I No.56, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4.8,"Sangat Baik",39,"Cukup Dikenal",78.4,"Sangat Layak",-5.1572816,119.428721,"0852-8286-6887",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2e12q_aY8847lAOc4YRd3lEeeE1uz87TQLET4aozqknQVYsIMldgw3HfimHcsxQ9qjR5DZtBtJklTFkXzSiPRr3dra7zbUUEKLJoy9Ke-i5ZDTCoNkhZD9hJ8JMlGlYHjLg4Y-UGHugtC=w800-h600-k-no","jasa servis elektronik Mariso Makassar","2026-05-05"
"Utama Jaya Motor","Toko Suku Cadang Motor","Retail & Toko","Mariso","Jl. Gunung Latimojong No.89, Lariang Bangi, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90552",4.3,"Baik",143,"Populer",78.3,"Sangat Layak",-5.1376971,119.4204599,"(0411) 3612141",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLssgQakOI3J2x-kC6VtGdZpiTUc-su5qz3-PkVDgaccHY6bfvvGPp5QF9Hf4QwwtxZKrue60ZUfVBhGfD_o5E28L-UrbLX6R7zzZz0xvGkdORfpPs5NimWgK0wWvLH-kU-l8n=w800-h600-k-no","toko sparepart motor Mariso Makassar","2026-05-05"
"Bodimax Store Makassar | Toko Alat Fitness Makassar | Toko Treadmill & Sepeda Statis","Toko Peralatan Olahraga","Retail & Toko","Mariso","Lotte Grosir Makassar, Di dalam Jl. Sultan Alauddin No.87, Pa'baeng-Baeng, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90221",5,"Sangat Baik",21,"Cukup Dikenal",77.9,"Sangat Layak",-5.1615828,119.4359281,"0813-4363-6689","bodimax.co.id","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZl7_wI_Xnw2fj_K6IQ0jnpWpy7VjEve001JtpGNJxW7hZytsgPbtrn4e6UGlRmTIJxv-mNELX6pNS35VW3FtQ-z1rjHNMUBRv21dEQIVNDQ_kUu2IFSmDdVwA_9FzHzB3RT5V3PaLgoK1=w800-h600-k-no","toko alat olahraga Mariso Makassar","2026-05-05"
