"nama","kategori_usaha","kategori_grup","kecamatan","alamat","rating","rating_kategori","jumlah_ulasan","popularitas","skor_potensi","label_kelayakan","latitude","longitude","telepon","website","foto_url","keyword","tanggal"
"AKIRA GRILL","Restoran Jepang","Kuliner & Minuman","Mamajang","Jl. Letjen Hertasning No.40, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90232",4.8,"Sangat Baik",878,"Sangat Populer",96.3,"Sangat Layak",-5.162402,119.442387,"0813-4513-0551","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpmInllR8mVWmkJvqBFi1zVwJned4PCza3TPyA_tYFfDC90lZ87HqRuQMnXOC0_K059wkjntz8jT1e_pXbAZHDZt2EqABR6BhhHKX1EGmb-54v7VxZXrCuiFkokN7t2fptH5PKjw=w800-h600-k-no","japanese food Mamajang Makassar","2026-05-05"
"Bakmi Ayam Bangka 77","Restoran Mie","Kuliner & Minuman","Mamajang","Jl. Amanagappa No.1, Baru, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90125",4.8,"Sangat Baik",856,"Sangat Populer",96.1,"Sangat Layak",-5.137255,119.410636,"0852-1832-2417","msha.ke","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEc9sR23yQ1ifGjR22vXmTDbbcWPDn5m8ub4_9W_8N7WaXqptdSNUJjiARMMURFkYeXyfFzXt-LAK6oAeoXtv8t4cS5ouvQKOih9DacYqr22VpeuDupiEsIsqNpstSpyQS0hk2B=w800-h600-k-no","mie ayam Mamajang Makassar","2026-05-05"
"Kin Kaku Makassar","Restoran Jepang","Kuliner & Minuman","Mamajang","Jl. Boulevard No.36-42, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.8,"Sangat Baik",848,"Sangat Populer",96.1,"Sangat Layak",-5.1554977,119.4407599,"0811-4167-677","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8VL0GV3_0ynJwdJKbZveg5hkSQjeq2YpOt1POSfaUO93r0IadfUGmFwfJMxKU_95XMwp7QaiMJQdy_RL_F51izNasMMkfbxdv6fl6HnEfkomd18SEE7MRrs2RphzH3b_dd_Uv=w800-h600-k-no","japanese food Mamajang Makassar","2026-05-05"
"sate vetran selatan","Restoran Sate","Kuliner & Minuman","Mamajang","Jl. S. Poso No.1, Pisang Utara, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115",4.6,"Sangat Baik",999,"Sangat Populer",94,"Sangat Layak",-5.1592427,119.4228687,"0822-9220-3889",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1oQfAs1XGuoDaSz2hw3pwt7gGQpDnSvY9R-ZbDeIaPA5SXUROu-SE9L4scDdgCcq851U0emQ3FVTOsq_gsVtj4RRiVF9CvDnH8P_k5gmrmTLrq4qviiVrRIK7_99ZmzLOe6A=w800-h600-k-no","sate Mamajang Makassar","2026-05-05"
"Hotway's Chicken Makassar Cendrawasih","Restoran Masakan Ayam","Kuliner & Minuman","Mamajang","Jl. Opu Daeng Risadju No.209, Baji Mappakasunggu, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90121",5,"Sangat Baik",322,"Populer",93.5,"Sangat Layak",-5.1686814,119.4116972,"0813-9317-396","hotwayschicken.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGz65f1d8qX9aPCpQKxxTQK3RXFsjlk3he8OHFNAIHBoiN0OwLRuasTJj1zMyHi0a-7ug0KAR1Wgot9kCX1eOJ1F2StHEYJDfwVF96BfnOKMwH3RqW-sElNTBC-TmMHeh0xCoJiirdBJvmf=w800-h600-k-no","restoran Mamajang Makassar","2026-05-05"
"Sunachi Suki Restaurant","Restoran China","Kuliner & Minuman","Mamajang","Rappocini, Jl. A. P. Pettarani No.3, Mannuruki, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90222",4.6,"Sangat Baik",913,"Sangat Populer",93.5,"Sangat Layak",-5.1687984,119.432419,"(0411) 833888","claromakassar.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaIAvKYA7z6blcrR8K0cmkBKZ5bq35H_GZXlNLLiXcHuwyoY9BAoHeHf4CxnZ8FddmZQq9D-Y1RB82BTODpZre1Ki3A3VGe4XL2G9d3JmjmhGbRO-TrnL9bRrSTNugjFHn1VE7O1WbFdyb=w800-h600-k-no","chinese food Mamajang Makassar","2026-05-05"
"Bakmi Ayam Bangka 38","Restoran Mie","Kuliner & Minuman","Mamajang","Jl. Adhyaksa Baru Ruko Zamrud 2 No.82, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.7,"Sangat Baik",522,"Sangat Populer",91.7,"Sangat Layak",-5.1560695,119.4459883,"0812-4106-9635",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHcJ4LNopG0Ea4Pv2rDVHuEaKWwnlPdW2Mqh1HQuoGJE_fdUYPx3QWNa4KcjVVxtedCfz5a0KzisCinBdDnT_GV6L1a64d6Wj8tuF8akzg436CfaS1bZyTHjpzl3UBc45Ruhw=w800-h600-k-no","mie ayam Mamajang Makassar","2026-05-05"
"Paskop","Kedai Kopi","Kuliner & Minuman","Mamajang","Jl. Andi Djemma No.11B, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4.6,"Sangat Baik",636,"Sangat Populer",91.4,"Sangat Layak",-5.167445,119.431145,"0851-5955-7420","linktr.ee","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGocgaxf5DnuxqL8a2C9YauWjMpULJhj9BsPaPshw-4N2kXYlIa-5iRjAuGxDoFTnk6hzeDTSdepA0KCzDirgkg-Jc7swcLVrdu0SK39ZMq3GFUC9H9-_vbjx7uU8w5YP62xLk=w800-h600-k-no","minuman kekinian Mamajang Makassar","2026-05-05"
"RM Nasi Goreng Oke","Restoran Nasi Goreng","Kuliner & Minuman","Mamajang","Jl. G. Bulusaraung No.18A, Pisang Utara, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90157",4.5,"Sangat Baik",831,"Sangat Populer",91.4,"Sangat Layak",-5.1324267,119.415991,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHA4RyXSBcnuv4wS_LSCnDClamoNmVmxQZesztmLmQVEbxf_7fAfC-OXBHnFwK06OaLVaEW_4wEUIBVlK6C_fZM6qUBaP43XLsOngyL0KvqYmKoM5cRn9iOuvC-5NbcyjeTx3ShQ=w800-h600-k-no","nasi goreng Mamajang Makassar","2026-05-05"
"Rumah Makan New Lay","Restoran China","Kuliner & Minuman","Mamajang","Jl. Andi Makasau No.3, Baru, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115",4.5,"Sangat Baik",825,"Sangat Populer",91.4,"Sangat Layak",-5.1384132,119.4085692,"0851-0701-3838","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqjQTfWdPvMQJNYlvUIROrMf3TbQlHENqT1lUsA2OjNXa6TclJYJysBbRMkcbu3yIAeylVu6X55n73hy_SBXjlpJ1l8PV8Lt6FXqmi7sFn3w306YefMHlLYbLaJ6i5rTX4=w800-h600-k-no","chinese food Mamajang Makassar","2026-05-05"
"Fajar Seafood Mks","Restoran Seafood","Kuliner & Minuman","Mamajang","Jl. Pengayoman No.14, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4.7,"Sangat Baik",461,"Populer",91,"Sangat Layak",-5.1582363,119.4383902,"0813-2835-0008","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFB-JIMRFJG7tY-j19W2IYbL0QMRiwqwjGImPiU0YEOXfcI34CkAlWqegnZGy0VHe8O_RGk1mRWwe9uTyva1XONX5b35XHdrOyLgmxNIwe3HE7Tw1gvoN_cS1JUq1NCMsgNHYc=w800-h600-k-no","seafood Mamajang Makassar","2026-05-05"
"Rumah Makan Hong Kong","Restoran Kanton","Kuliner & Minuman","Mamajang","Jl. Lamaddukelleng No.23/30, Losari, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90113",4.6,"Sangat Baik",596,"Sangat Populer",91,"Sangat Layak",NA,NA,"0811-4277-333","esborder.qs.esb.co.id","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMGqim27qcVlm_jrMufG24H_6jmLhcio33Q_0hSeuKbFc1nPX6vyWLNYhdAEOwISU6aSMdvsRO35UJDlfCwrv1jNe8BfwgfPTIFj1HcqGgLqtVIASRpJFyhIgUPtM_gHJFNnip=w800-h600-k-no","chinese food Mamajang Makassar","2026-05-05"
"Rumah Makan Hong Kong","Restoran China","Kuliner & Minuman","Mamajang","Jl. Timor No.69, Ende, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90172",4.5,"Sangat Baik",776,"Sangat Populer",91,"Sangat Layak",NA,NA,"0888-8696-969","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1rzOpI-mhh2dv-jjJYnYYLVoZYKRlxk6Q9cIAzVBE6iK4gHXm-_YMiV3s9Zbld5bMfl-KaL_UthmsGaVQAx0g3rdzf54utRHh0Pk0yTRqF9XCkr8Geb09wpGcQrKJj1wfAig9fw=w800-h600-k-no","chinese food Mamajang Makassar","2026-05-05"
"SURYA MANIK Masakan Padang","Restoran Padang","Kuliner & Minuman","Mamajang","Jl. A. P. Pettarani No.56 D, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4.5,"Sangat Baik",745,"Sangat Populer",90.8,"Sangat Layak",-5.1649494,119.4346336,"0811-1071-499",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHn9HaI8XjkAjg88p4XIJSZkouJx5rCmQaNbD_yFzCRXFzFtGiXZ_aOGmimA8ijNVKl-CE5tO1vyksreZG-3-WyL1IWAQonrqypSBviMggqXC44ZjCh_sbPOM7MzuG5qSKZgocLUtXyFv1=w800-h600-k-no","rumah makan padang Mamajang Makassar","2026-05-05"
"Bakso Cez Onta Lama","Restoran Bakso","Kuliner & Minuman","Mamajang","Jl. Onta Lama No.71, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.7,"Sangat Baik",436,"Populer",90.7,"Sangat Layak",-5.1570289,119.4202798,"0822-9955-8855",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGuNVoGOc4KAsoeqpkdYjmwbyyQuv3sBheXZf9RAM5z66LRj3R9pra-Ir5d5fg7deK6geQVrcuI0EQ_iVvNS4E2gV0qaZjm9bx-9CY-Ug0Sg0H_9kYSV5vr64essnX32_Y3eq9L=w800-h600-k-no","bakso Mamajang Makassar","2026-05-05"
"Yotta Cendrawasih","Kafe","Kuliner & Minuman","Mamajang","Jl. Opu Daeng Risadju No.195, Baji Mappakasunggu, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90121",4.7,"Sangat Baik",438,"Populer",90.7,"Sangat Layak",-5.1686649,119.4116742,"0896-8087-2121",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdiq5PHft-ZytZBGkBjiPrye7tKKqTjL5CbXSXiytvT-vRvKp5oMkPMg9qZ7wEadHHMhthmO9A1zNMVSJBw_EAIDWqS1Vo9L_BmrnZrcECrQX2vRNAqo7inhkbuJ20d5s__PXFXny3rYA=w800-h600-k-no","minuman kekinian Mamajang Makassar","2026-05-05"
"Myoung - Ga","Restoran Barbeque Korea","Kuliner & Minuman","Mamajang","Jl. Veteran Utara No.298, Maricaya Baru, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90143",4.5,"Sangat Baik",705,"Sangat Populer",90.5,"Sangat Layak",NA,NA,"(0411) 3638666","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsZl1aJtd5E55bZn3QUHkVQV2sEcmZNKFkZWv0BLpPo-yvXRKEM61G7LY1oaGjKMgldeviGJy4nyRFyEtpW7tnudjSRhm5roADc3GyhYo36ilPPPH0dj-BYfo380rrL0FRQF4=w800-h600-k-no","korean food Mamajang Makassar","2026-05-05"
"Rumah makan Hau Ce (Indonesia dan Chinese Halal)","Restoran China","Kuliner & Minuman","Mamajang","Jl. Timor No.55, Ende, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90173",4.9,"Sangat Baik",249,"Populer",90.5,"Sangat Layak",-5.1285543,119.4094338,"0812-9996-6709",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWuMMD1HSCdKczsnozcro1xb3eE9ZWbWgEeOFhTfJD6Pl0a5PZe50ePOLUvS0DpdjJ91w7Co50KEgTx_c8L5nky5sRnTd0NcsfWzHwMT_-bpQrvGtxGd3KctbX3dS7IOCySB_p=w800-h600-k-no","chinese food Mamajang Makassar","2026-05-05"
"SOHIB","Restoran","Kuliner & Minuman","Mamajang","Jl. Veteran Selatan No.301, Mamajang Dalam, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90135",4.6,"Sangat Baik",501,"Sangat Populer",90,"Sangat Layak",-5.1593545,119.4229153,"0822-9119-0306","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4aBy5doK6mdvCXY7UZ4D6Yk0y42qm4XVNWHo5wp9_jTwaUhKcSH8AFNRp8OXx26J5ek-Ta2K5k7Ozd-eIoORSt5cokuRW5otbU9-gatT6PA5u4ClPKE9cnk-Fp8RCnIT0CXNQDA=w800-h600-k-no","cafe Mamajang Makassar","2026-05-05"
"Ground Concept","Restoran","Kuliner & Minuman","Mamajang","Jl. Letjen Hertasning No.40, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222",4.4,"Baik",792,"Sangat Populer",89.7,"Sangat Layak",-5.1622325,119.4420882,"0813-4513-0551",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxxkqiHTH2kRtciuZaW4_yUgTnXcIl3dCAKrhL-YEzvpW2h2j-j5UnYij0IPl7QkbaYAVGTVmZb636HBYb6Yljz16BxT4ddtpcbZciRDKA-KqzgqLq4fNu9UxKVX1h4BK4iGx9YQ=w800-h600-k-no","korean food Mamajang Makassar","2026-05-05"
"Delicate Society (Makassar)","Kafe","Kuliner & Minuman","Mamajang","Jl. Serigala No.76, Mamajang Dalam, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.5,"Sangat Baik",564,"Sangat Populer",89.2,"Sangat Layak",-5.1604722,119.4209978,"0813-4026-6678",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxR_fO36dsXZvN6zj0x1HWLJmlxVCZwxb9hEGt_1UHj3dbaoI8gTM3JYSqV2H62GYD-FHWiU1XFy1v2PE1qfDk4Ma7pxdxwLTbrFhPs2curIIN4xat24I-TMU4YcNiFJGRX5ES=w800-h600-k-no","cafe Mamajang Makassar","2026-05-05"
"Delicate Society (Makassar)","Kafe","Kuliner & Minuman","Mamajang","Jl. Opu Daeng Risadju No.195, Baji Mappakasunggu, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90121",4.5,"Sangat Baik",564,"Sangat Populer",89.2,"Sangat Layak",-5.1604722,119.4209978,"0896-8087-2121",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEc8-v8GBP1xcr451239tRvv8vU6zn_aSVleBzqw9YnAEmbX0fS8g8bdH5OUELf16fYpPaFZx1vIWgT7XdsAZPKxJm1G_I1e1juoZeNPS68f_s4OD0QQ7pRTH85GXJvdFyd812w=w800-h600-k-no","minuman kekinian Mamajang Makassar","2026-05-05"
"The FAZAA Authentic Arabic & Indonesian Food","Restoran","Kuliner & Minuman","Mamajang","Jl. Badak No.31, Bonto Biraeng, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.6,"Sangat Baik",436,"Populer",89.2,"Sangat Layak",-5.15898,119.4186647,"0821-4333-1433",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgM23RfNdwDmdWP-EglXiT-N_BGSHxLm69qBXuAg4mH_bWOSOquGSf_mK8mJH5PupzHV-VsxEvR2eHd5EJPO3JxIAx1CyQBnHjXDTMtMGQ2At0FBAen5N2ua0cJ-iBcccJpSL_=w800-h600-k-no","restoran Mamajang Makassar","2026-05-05"
"ARNUM Warung Kopi","Kedai Kopi","Kuliner & Minuman","Mamajang","Jl. Tupai No.2, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.7,"Sangat Baik",308,"Populer",88.7,"Sangat Layak",-5.1562167,119.4210161,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvyGQdgaTOOP3bgDZ6S8O05u_a68Hwc9FSKTUHDTteTEmj1Pc6U1Hy6JKOV8LkcjEAzi97bz4x7BcsULCOF7bgSuOFrQV4tTW-v4AtkJ7ViAFh8TajZmyG0sox__18_auB5TLCAFY0f5-N=w800-h600-k-no","kedai kopi Mamajang Makassar","2026-05-05"
"Lapan Lapan 88 Seafood Makassar","Restoran Seafood","Kuliner & Minuman","Mamajang","Jl. Yosep Latumahina No.51, Losari, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90231",4.5,"Sangat Baik",517,"Sangat Populer",88.7,"Sangat Layak",-5.1460481,119.4125019,"0887-0580-0494","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGP64B6lN7w1ArB7y1fzpiL8QKLro54sv5wH5Nn9Y9qOlWybS5DRIBuyj4SSdogMhd4ab0imT8eZHUvX8IwGv1Ja48gCb4U-tucbWJcD0zpgwn33gxCQnNdr6arFsDf6gSpGySj=w800-h600-k-no","seafood Mamajang Makassar","2026-05-05"
"Kopi Konnichiwa - Singa","Kedai Kopi","Kuliner & Minuman","Mamajang","Jl. Singa No.34, Bonto Biraeng, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.8,"Sangat Baik",234,"Populer",88.6,"Sangat Layak",-5.1587126,119.4190489,"0811-452-402","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxfnukHLu_nPjrnzku0H9H5hBO_Hy-PyXt88yqdm7KNWVpb6HkAecEcsmtPj5S-wo2uolC7wWTtJM7TevuKR4FtflZ1TYy2LHOeqt-u9r4_52fsALVXX6Kv1BoTQttfhIBI6PRtQ=w800-h600-k-no","kedai kopi Mamajang Makassar","2026-05-05"
"Restoran Sederhana (SA) Masakan Padang - Hertasning","Restoran Padang","Kuliner & Minuman","Mamajang","Tim, Jl. Letjen Hertasning No.1, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222",4.5,"Sangat Baik",512,"Sangat Populer",88.6,"Sangat Layak",-5.1628326,119.4445979,"(0411) 437834",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAExuxDWnpfPx7_Z9BrpD9IkY8VmgodemFsxX3OyayP6PdXL0hLi1kqlnz3sPCLYnmvwaXVkRvJyOhWGaJUg1ZFqN3QCHh5ksRHvgeqkNgIJzXgleHpRPJhaZXcJBNrnRruTalST=w800-h600-k-no","rumah makan padang Mamajang Makassar","2026-05-05"
"Pizza NYANTUY","Restoran cepat saji","Kuliner & Minuman","Mamajang","Jl. S. Poso No.11, Pisang Utara, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90145",4.7,"Sangat Baik",295,"Populer",88.5,"Sangat Layak",-5.1375096,119.4174217,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKUkZtAlh4Hr6uSziPg03-4a9zNDw9UHxIBZj7B-AUAkcoUd6a9aC4e4fXNkRTDNN-t9X6qTJC4JiLU4oHnkawZDAVtntMmms5U5mDiqSirAUYpeKs_y-z_fYbRe4UMJg4Hjo=w800-h600-k-no","pizza Mamajang Makassar","2026-05-05"
"Nasi Goreng Sapi dan Kambing Sate Maranggi","Restoran Sate","Kuliner & Minuman","Mamajang","Jl. Tupai No.82, Bonto Biraeng, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.4,"Baik",638,"Sangat Populer",88.4,"Sangat Layak",-5.1603834,119.4203356,"0823-4773-3356",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1jXdrzysYm-MJ4SBHEjWxA7vQAAzU6ABOuoebeg6mI-Wj-e3l-bYR05zTPYL0IeHrJpO6Ci_IH2zoRpgycMZ8tyOgGkxZ8cxH_rVGNj-c2TnNW2mhWILA2vWDXNYXHeJNZAg0fw=w800-h600-k-no","sate Mamajang Makassar","2026-05-05"
"Warung Sate Solo ""Senopati""","Restoran Sate","Kuliner & Minuman","Mamajang","Jl. Aroeppala No.21, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",5,"Sangat Baik",134,"Populer",88.4,"Sangat Layak",-5.1775502,119.4596421,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmPcBcJtqglymwuTwHbvbd97pCI7aGdAN2TpTIt78GKat2v0KVTycb7Q19tkOaRM3MuxI80Rotpt_H9pJnL_cW8IOHP_vMdk_FAFj_Ake16QQ3aU2-R3E4kJVU9WdZqUDtnGPNDeoZUGc=w800-h600-k-no","sate Mamajang Makassar","2026-05-05"
"Holland Bakery Veteran Selatan","Toko Roti","Kuliner & Minuman","Mamajang","Jl. Veteran Selatan Kel No.45D, Maricaya Sel., Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90131",4.6,"Sangat Baik",367,"Populer",88.2,"Sangat Layak",NA,NA,"0821-9459-8238",NA,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhHzlSiL9wkx8amTzysJ3VQviv3nP5O0vk3UsmzG_QGrAOafuukMFfQUMlBxgTBInLz5S4nccFYARvY3x7miDPrD0xyLWW0qbL5wJV7eWF4zgOUh1pDLoAcT_SUnev_gA4Aqg8ClK8Ih8U8ZA37dM8KauxBiy248fX0-8uYOfBy11QhpMqfvqF7671PoO_afjtSS7g=w800-h600-k-no","roti dan bakeri Mamajang Makassar","2026-05-05"
"Pallubasa Rp.10.000","Restoran","Kuliner & Minuman","Mamajang","001, Jl. Kumala No.37, RW.01, Pa'baeng-Baeng, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90223",4.5,"Sangat Baik",463,"Populer",88.1,"Sangat Layak",-5.1692747,119.4193388,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDTCGIv_WjCP2KmcAHOcZm5of4vnVAbIt5TQVOopUGyVzNwDSF-NGMyRYhih-udPhVfwKSVxX6e4rTMmnI6tD8FM6dgDLqgQ0en6_7kfdlnws41lHw2_iX_4wVe1GxQSSE8yO7fg=w800-h600-k-no","pallubasa Mamajang Makassar","2026-05-05"
"Umbra Coffee & Roastery","Kedai Kopi","Kuliner & Minuman","Mamajang","Jl. Tupai No.4, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.7,"Sangat Baik",265,"Populer",87.8,"Sangat Layak",-5.1563994,119.4210322,"0812-4477-4575",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEi1kzD4Lkxz8-i2GYJiiP6CtBLqdvAAfgATz7RSb5mYXbZOkfq4fN0W0OgPpmPlI4hEdJlMjKOhxUpLCVPLFssRSruKGpQeADDi1O2A3Ieru_5m32wjNRWpog1IJV0i1fFKi-ycsBJ9EQx=w800-h600-k-no","coffee shop Mamajang Makassar","2026-05-05"
"Warung Bakso Solo Ojo Lali","Restoran Bakso","Kuliner & Minuman","Mamajang","Jl. Mawas V No.3, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.6,"Sangat Baik",342,"Populer",87.8,"Sangat Layak",-5.1545593,119.4185007,"0821-8818-9718",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFImzolFl3S2R93TPIzZA7BqHH-jO0XvHiOpGnC3QdElJcXtNVIz8xJqfVunUNP5aZ-9vuHNdsnJJO-JX1DTnG0msVQcUA2O_exq-Kcqf7EBUGZ9ksGxQVJBTEdV3xQEfN850SG=w800-h600-k-no","bakso Mamajang Makassar","2026-05-05"
"Delicate Society (Makassar)","Kafe","Kuliner & Minuman","Mamajang","Jl. Beruang No.19, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.6,"Sangat Baik",333,"Populer",87.6,"Sangat Layak",-5.1604722,119.4209978,"(0411) 8051421","kopiriolo.id","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7sNKAvM8O84D71W8enwNkVnIvuBFfT6amT4n0dbjG3H_afbu1DRtFMFeUqLJpa_cs1ScngIC7iXZKOFOLQUOpzQK77lUA132RmmdJpiSghaTNFqUvUaZh58Z6qroWMiCmqchtMm0E7_O6=w800-h600-k-no","coffee shop Mamajang Makassar","2026-05-05"
"Kopiriolo","Kedai Kopi","Kuliner & Minuman","Mamajang","Jl. Beruang No.19, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.6,"Sangat Baik",333,"Populer",87.6,"Sangat Layak",-5.1568381,119.4200304,"(0411) 8051421","kopiriolo.id","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7sNKAvM8O84D71W8enwNkVnIvuBFfT6amT4n0dbjG3H_afbu1DRtFMFeUqLJpa_cs1ScngIC7iXZKOFOLQUOpzQK77lUA132RmmdJpiSghaTNFqUvUaZh58Z6qroWMiCmqchtMm0E7_O6=w800-h600-k-no","coffee shop Mamajang Makassar","2026-05-05"
"Raja Gurih","Restoran Seafood","Kuliner & Minuman","Mamajang","Jl. Pengayoman No.18-19, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.4,"Baik",539,"Sangat Populer",87.4,"Sangat Layak",NA,NA,"(0411) 458768","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPkomDX2H2PU4LOJx_7KpXdbrZ_FlwoZauz3QXIt27C5otzbGvPp3STv60uc48RX4Kq3AhWwuOQHN0NKz977_GyUaFEruAPMUegMxPIWzURjGsDuBSdIgGZbAt-ZAdP0nfg78K7SGkfPXu=w800-h600-k-no","seafood Mamajang Makassar","2026-05-05"
"Coto Anging Mammiri 3","Restoran soto","Kuliner & Minuman","Mamajang","VF4G+P86, Tamalanrea Indah, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",4.4,"Baik",515,"Sangat Populer",87.2,"Sangat Layak",-5.1432205,119.4757749,NA,"facebook.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRsKDXTxc11yZSjwtDk9WX7Ybp5LQvk0Y3KL23cLVTsJ4_6Bh1qaahWDRgnsNhGUCIwPeFIq6zdMsncoDUOWVSMvVoMWaqe4QrvavgcEYB_uT2C3A_nZ0SdmhVDUunJGWKMX_E1Q=w800-h600-k-no","coto makassar Mamajang Makassar","2026-05-05"
"Muda Mudi Cafe","Restoran","Kuliner & Minuman","Mamajang","Jalan Lanto Daeng Pasewang No.22 Maricaya Selatan Mamajang, Mangkura, Ujung Pandang, Makassar City, South Sulawesi 90113",4.4,"Baik",521,"Sangat Populer",87.2,"Sangat Layak",-5.1522993,119.4205643,"0812-3132-3328",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJHU4KSuXokcNlPJgGhB8mDjDamZ7BDOBidBBMqK_YBDyf4bO9fDGMr965K_JxZGqOYZJa0YLVWBXIXWaJY_IY54vJu7Nc3v4WEPQtb_CIhmwrGTnPZUxMxScc2o5b-VAm0JTC1I2RlmaU=w800-h600-k-no","warung makan Mamajang Makassar","2026-05-05"
